,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
159,Erick Strickland,DAL,26,190.5,210.0,Nebraska,USA,Undrafted,Undrafted,Undrafted,68.0,12.8,4.8,3.1,1.7,3.3,12.0,19.2,53.1,15.5,'99-00
160,Ervin Johnson,MIL,32,210.82,245.0,New Orleans,USA,1993,1,23,80.0,4.8,8.1,0.6,3.6,11.4,19.5,8.8,55.0,2.8,'99-00
161,Etdrick Bohannon,LAC,27,205.74,235.0,Auburn-Montgomery,USA,Undrafted,Undrafted,Undrafted,13.0,2.2,2.4,0.4,-13.4,11.6,17.1,12.9,61.5,6.8,'99-00
162,Evan Eschmeyer,NJN,25,210.82,255.0,Northwestern,USA,1999,2,34,31.0,2.9,3.5,0.7,-4.0,10.7,18.6,12.4,53.4,8.8,'99-00
163,Felipe Lopez,VAN,25,198.12,195.0,St. John's,Dominican Republic,1998,1,24,65.0,4.5,1.9,0.7,-6.0,7.9,9.1,20.3,47.3,10.0,'99-00
164,Felton Spencer,SAS,32,213.36,265.0,Louisville,USA,1990,1,6,26.0,1.9,1.5,0.1,-2.6,10.1,15.8,16.3,54.1,3.5,'99-00
165,Fred Hoiberg,CHI,27,193.04,203.0,Iowa State,USA,1995,2,52,31.0,9.0,3.5,2.7,-9.5,0.9,13.0,16.2,53.0,19.4,'99-00
166,Fred Vinson,SEA,29,193.04,190.0,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,8.0,1.6,0.1,0.0,27.9,0.0,1.8,22.4,36.4,0.0,'99-00
167,Gary Grant,POR,35,190.5,185.0,Michigan,USA,1988,1,15,3.0,4.0,1.0,0.3,-24.2,0.0,9.7,28.6,42.9,10.0,'99-00
168,Gary Payton,SEA,31,193.04,180.0,Oregon State,USA,1990,1,2,82.0,24.2,6.5,8.9,3.0,2.8,12.3,26.4,53.5,36.8,'99-00
169,Gary Trent,DAL,25,203.2,250.0,Ohio,USA,1995,1,11,11.0,13.7,4.7,2.0,-6.6,6.2,11.9,25.7,49.9,12.4,'99-00
170,George Lynch,PHI,29,203.2,228.0,North Carolina,USA,1993,1,12,75.0,9.6,7.8,1.8,3.1,8.6,15.1,15.2,49.8,8.9,'99-00
171,George McCloud,DEN,33,203.2,225.0,Florida State,USA,1989,1,7,78.0,10.1,3.7,3.2,-2.5,3.3,9.9,17.2,54.8,18.2,'99-00
172,Gerard King,WAS,27,205.74,250.0,Nicholls State,USA,Undrafted,Undrafted,Undrafted,62.0,5.3,4.0,0.8,-1.9,7.8,16.5,14.3,53.4,7.5,'99-00
173,Gheorghe Muresan,NJN,29,231.14,303.0,None,Romania,1993,2,30,30.0,3.5,2.3,0.3,4.4,9.1,15.1,19.5,49.2,5.6,'99-00
174,Glen Rice,LAL,33,203.2,220.0,Michigan,USA,1989,1,4,80.0,15.9,4.1,2.2,7.9,2.2,10.0,21.6,55.1,11.0,'99-00
175,Glenn Robinson,MIL,27,200.66,230.0,Purdue,USA,1994,1,1,81.0,20.9,6.0,2.4,2.3,3.8,13.2,27.0,53.4,11.2,'99-00
176,Grant Hill,DET,27,203.2,225.0,Duke,USA,1994,1,3,74.0,25.8,6.6,5.2,4.0,3.6,14.6,29.8,56.5,25.3,'99-00
177,Grant Long,VAN,34,205.74,248.0,Eastern Michigan,USA,1988,2,33,42.0,4.8,5.6,1.0,-2.4,9.9,17.3,12.0,51.2,7.6,'99-00
178,Greg Anthony,POR,32,185.42,180.0,UNLV,USA,1991,1,12,82.0,6.3,1.6,2.5,7.8,1.2,7.4,16.3,55.1,21.8,'99-00
179,Greg Buckner,DAL,23,193.04,210.0,Clemson,USA,1998,2,53,48.0,5.7,3.6,1.1,2.0,6.3,12.7,14.2,52.7,8.8,'99-00
180,Greg Foster,SEA,31,210.82,250.0,Texas-El Paso,USA,1990,2,35,60.0,3.4,1.8,0.7,-0.5,2.2,11.8,16.4,43.0,9.1,'99-00
181,Greg Ostertag,UTA,27,218.44,280.0,Kansas,USA,1995,1,28,81.0,4.5,6.0,0.2,5.7,11.7,19.5,12.3,52.5,1.8,'99-00
182,Hakeem Olajuwon,HOU,37,213.36,255.0,Houston,Nigeria,1984,1,1,44.0,10.3,6.2,1.4,-2.0,6.1,20.2,22.6,48.4,10.2,'99-00
183,Harold Jamison,MIA,23,203.2,260.0,Clemson,USA,Undrafted,Undrafted,Undrafted,12.0,1.5,1.8,0.3,-12.4,17.4,7.2,18.3,32.2,10.0,'99-00
184,Haywoode Workman,TOR,34,187.96,180.0,Oral Roberts,USA,1989,2,49,36.0,2.4,0.7,1.7,-6.4,0.3,7.6,14.4,44.5,27.2,'99-00
185,Hersey Hawkins,CHI,33,190.5,200.0,Bradley,USA,1988,1,6,61.0,7.9,2.9,2.2,-14.0,1.9,9.3,14.5,56.2,15.4,'99-00
186,Horace Grant,SEA,34,208.28,245.0,Clemson,USA,1987,1,10,76.0,8.1,7.8,2.5,1.6,6.0,15.6,11.5,47.2,10.1,'99-00
187,Howard Eisley,UTA,27,187.96,180.0,Boston College,USA,1994,2,30,82.0,8.6,2.1,4.2,-0.6,1.2,7.3,18.6,49.2,28.6,'99-00
188,Hubert Davis,DAL,30,195.58,183.0,North Carolina,USA,1992,1,20,79.0,7.4,1.7,1.8,-4.4,0.9,6.4,13.3,58.5,11.3,'99-00
189,Ike Austin,WAS,30,208.28,270.0,Arizona State,USA,1991,2,48,59.0,6.7,4.8,1.3,-7.3,5.6,19.0,19.7,48.1,10.4,'99-00
190,Ira Bowman,PHI,27,195.58,195.0,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,11.0,0.5,0.2,0.1,-41.2,0.0,8.7,8.7,86.8,12.5,'99-00
191,Isaiah Rider,ATL,29,195.58,215.0,UNLV,USA,1993,1,5,60.0,19.3,4.3,3.7,-2.0,3.0,8.8,28.2,48.8,18.6,'99-00
192,J.R. Reid,MIL,32,205.74,247.0,North Carolina,USA,1989,1,5,34.0,4.4,3.4,0.5,-4.0,5.0,14.7,12.9,49.5,4.4,'99-00
193,Jacque Vaughn,UTA,25,185.42,190.0,Kansas,USA,1997,1,27,78.0,3.7,0.8,1.6,-5.9,1.3,6.5,19.5,48.9,24.7,'99-00
194,Jahidi White,WAS,24,205.74,290.0,Georgetown,USA,1998,2,43,80.0,7.1,6.9,0.2,-2.9,13.4,23.2,18.0,52.4,1.5,'99-00
195,Jalen Rose,IND,27,203.2,210.0,Michigan,USA,1994,1,13,80.0,18.2,4.8,4.0,4.5,1.5,11.0,22.9,54.7,18.0,'99-00
196,Jamal Mashburn,MIA,27,203.2,241.0,Kentucky,USA,1993,1,4,76.0,17.5,5.0,3.9,6.0,2.4,11.0,23.4,52.6,17.8,'99-00
197,Jamel Thomas,GSW,23,198.12,215.0,Providence,USA,Undrafted,Undrafted,Undrafted,7.0,2.4,0.7,0.9,-37.7,1.8,7.8,19.7,46.1,28.6,'99-00
198,James Posey,DEN,23,203.2,215.0,Xavier,USA,1999,1,18,81.0,8.2,3.9,1.8,-1.2,4.0,11.1,14.6,55.0,10.6,'99-00
199,Jamie Feick,NJN,25,203.2,255.0,Michigan State,USA,1996,2,48,81.0,5.7,9.3,0.8,-1.2,11.3,22.8,10.5,47.7,4.6,'99-00
200,Jaren Jackson,SAS,32,198.12,225.0,Georgetown,USA,Undrafted,Undrafted,Undrafted,81.0,6.3,2.2,1.5,3.2,2.1,8.6,15.0,50.3,11.2,'99-00
201,Jason Caffey,GSW,27,203.2,256.0,Alabama,USA,1995,1,20,71.0,12.0,6.8,1.7,-9.1,7.8,14.2,19.4,51.5,9.0,'99-00
202,Jason Kidd,PHX,27,193.04,212.0,California,USA,1994,1,2,67.0,14.3,7.2,10.1,5.8,3.7,14.5,19.5,49.8,39.5,'99-00
203,Jason Miskiri,CHH,24,187.96,185.0,George Mason,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,0.0,1.0,-164.3,0.0,0.0,11.1,0.0,50.0,'99-00
204,Jason Terry,ATL,22,187.96,172.0,Arizona,USA,1999,1,10,81.0,8.1,2.0,4.3,-6.8,1.2,7.4,18.9,49.7,30.0,'99-00
205,Jason Williams,SAC,24,185.42,190.0,Florida,USA,1998,1,7,81.0,12.3,2.8,7.3,1.2,0.7,6.9,19.6,47.7,29.7,'99-00
206,Jeff Foster,IND,23,210.82,238.0,Southwest Texas State,USA,1999,1,21,19.0,2.3,1.7,0.3,-6.1,13.5,21.7,16.2,63.2,8.8,'99-00
207,Jeff Hornacek,UTA,37,193.04,190.0,Iowa State,USA,1986,2,46,77.0,12.4,2.4,2.6,8.0,2.5,6.6,18.9,59.0,15.1,'99-00
208,Jeff McInnis,LAC,25,193.04,190.0,North Carolina,USA,1996,2,37,25.0,7.2,2.9,3.6,-13.5,2.8,9.5,15.9,46.5,24.5,'99-00
209,Jelani McCoy,SEA,22,208.28,245.0,UCLA,USA,1998,2,33,58.0,4.3,3.1,0.4,-1.6,6.8,15.5,14.9,57.4,5.1,'99-00
210,Jermaine Jackson,DET,24,195.58,204.0,Detroit,USA,Undrafted,Undrafted,Undrafted,7.0,1.0,1.6,0.6,4.9,1.5,14.9,12.6,24.1,8.3,'99-00
211,Jermaine O'Neal,POR,21,210.82,226.0,None,USA,1996,1,17,70.0,3.9,3.3,0.3,2.1,11.7,14.9,16.2,51.5,3.6,'99-00
212,Jerome Kersey,SAS,38,200.66,245.0,Longwood,USA,1984,2,46,72.0,4.5,3.1,1.0,5.8,4.5,12.4,14.5,43.1,8.6,'99-00
213,Jerome Williams,DET,27,205.74,206.0,Georgetown,USA,1996,1,26,82.0,8.4,9.6,0.8,4.0,13.4,24.3,13.9,59.3,5.3,'99-00
214,Jerry Stackhouse,DET,25,198.12,218.0,North Carolina,USA,1995,1,3,82.0,23.6,3.8,4.5,0.4,3.8,6.4,28.5,54.5,20.0,'99-00
215,Jim Jackson,ATL,29,198.12,220.0,Ohio State,USA,1992,1,4,79.0,16.7,5.0,2.9,-5.8,3.6,10.4,23.8,49.6,14.2,'99-00
216,Jim McIlvaine,NJN,27,215.9,264.0,Marquette,USA,1994,2,32,66.0,2.4,3.5,0.5,0.0,9.9,11.7,9.1,43.9,4.8,'99-00
217,Joe Kleine,POR,38,210.82,255.0,Arkansas,USA,1985,1,6,7.0,1.6,0.9,0.3,19.5,0.0,13.6,19.4,44.6,10.0,'99-00
218,Joe Smith,MIN,24,208.28,225.0,Maryland,USA,1995,1,1,78.0,9.9,6.2,1.1,2.5,9.6,15.6,19.1,52.5,7.0,'99-00
219,Joe Stephens,VAN,27,200.66,210.0,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,13.0,3.2,2.8,0.8,4.4,7.4,12.8,13.9,38.9,8.7,'99-00
220,John Amaechi,ORL,29,208.28,270.0,Penn State,United Kingdom,Undrafted,Undrafted,Undrafted,80.0,10.5,3.3,1.2,-0.2,3.7,11.5,24.3,50.5,9.2,'99-00
221,John Celestand,LAL,23,193.04,178.0,Villanova,USA,1999,2,30,16.0,2.3,0.7,1.3,-3.9,0.5,5.0,14.3,38.8,16.5,'99-00
222,John Crotty,DET,30,187.96,194.0,Virginia,USA,Undrafted,Undrafted,Undrafted,69.0,4.7,1.1,1.9,4.3,1.9,6.3,15.8,55.7,21.9,'99-00
223,John Salley,LAL,36,210.82,255.0,Georgia Tech,USA,1986,1,11,45.0,1.6,1.4,0.6,-2.6,5.9,13.6,14.0,43.7,14.6,'99-00
224,John Starks,CHI,34,190.5,180.0,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,37.0,13.9,2.7,4.9,-3.7,0.7,7.5,22.1,45.3,24.2,'99-00
225,John Stockton,UTA,38,185.42,175.0,Gonzaga,USA,1984,1,16,82.0,12.1,2.6,8.6,10.6,2.0,7.5,18.8,59.1,45.6,'99-00
226,John Thomas,TOR,24,205.74,265.0,Minnesota,USA,1997,1,25,55.0,2.1,1.4,0.2,-3.4,7.0,8.6,12.2,45.6,2.9,'99-00
227,John Wallace,NYK,26,205.74,225.0,Syracuse,USA,1996,1,18,60.0,6.5,2.3,0.4,-4.1,5.6,12.0,25.2,52.0,5.5,'99-00
228,Johnny Newman,NJN,36,200.66,210.0,Richmond,USA,1986,2,29,82.0,10.0,1.9,0.8,-0.4,2.2,6.8,20.6,56.6,6.7,'99-00
229,Johnny Taylor,ORL,26,205.74,220.0,Tennessee-Chattanooga,USA,1997,1,17,6.0,1.8,1.0,0.2,16.5,5.3,9.5,17.8,39.3,4.2,'99-00
230,Jon Barry,SAC,30,195.58,210.0,Georgia Tech,USA,1992,1,21,62.0,8.0,2.6,2.4,7.0,2.9,9.1,15.8,62.3,17.7,'99-00
231,Jonathan Bender,IND,19,210.82,202.0,None,USA,1999,1,5,24.0,2.7,0.9,0.1,-3.1,3.0,11.3,25.8,39.7,3.6,'99-00
232,Jud Buechler,DET,32,198.12,228.0,Arizona,USA,1990,2,38,58.0,2.2,1.6,0.6,1.9,4.4,9.5,11.1,40.9,7.7,'99-00
233,Jumaine Jones,PHI,21,203.2,218.0,Georgia,USA,1999,1,27,33.0,1.7,1.2,0.2,-2.0,10.1,13.7,23.2,43.2,7.4,'99-00
234,Juwan Howard,WAS,27,205.74,250.0,Michigan,USA,1994,1,5,82.0,14.9,5.7,3.0,-4.2,4.6,12.1,21.8,49.6,14.3,'99-00
235,Karl Malone,UTA,36,205.74,256.0,Louisiana Tech,USA,1985,1,13,82.0,25.5,9.5,3.7,8.6,6.4,22.3,31.6,58.2,19.7,'99-00
236,Keith Closs,LAC,24,220.98,212.0,Central Connecticut State,USA,Undrafted,Undrafted,Undrafted,57.0,4.2,3.1,0.4,-10.4,7.6,13.7,13.6,51.4,4.8,'99-00
237,Keith Van Horn,NJN,24,208.28,250.0,Utah,USA,1997,1,2,80.0,19.2,8.5,2.0,-4.0,6.9,17.7,26.1,53.7,10.2,'99-00
238,Kelvin Cato,HOU,25,210.82,255.0,Iowa State,USA,1997,1,15,65.0,8.7,6.0,0.4,0.4,6.8,17.2,15.8,57.4,2.7,'99-00
239,Kendall Gill,NJN,32,195.58,216.0,Illinois,USA,1990,1,5,76.0,13.1,3.7,2.8,-1.0,3.3,8.7,21.4,46.5,14.5,'99-00
240,Kenny Anderson,BOS,29,185.42,168.0,Georgia Tech,USA,1991,1,2,82.0,14.0,2.7,5.1,2.0,2.0,7.1,20.0,52.4,25.3,'99-00
241,Kenny Thomas,HOU,22,203.2,260.0,New Mexico,USA,1999,1,22,72.0,8.3,6.1,1.6,1.3,8.3,15.8,17.9,47.7,9.9,'99-00
242,Keon Clark,DEN,25,210.82,220.0,UNLV,USA,1998,1,13,81.0,8.6,6.2,0.9,-1.9,8.4,17.5,16.9,57.3,6.3,'99-00
243,Kerry Kittles,NJN,26,195.58,180.0,Villanova,USA,1996,1,8,62.0,13.0,3.6,2.3,0.9,2.4,9.5,18.7,53.5,12.2,'99-00
244,Kevin Garnett,MIN,24,210.82,220.0,None,USA,1995,1,5,81.0,22.9,11.8,5.0,5.4,7.2,23.3,27.3,54.5,21.1,'99-00
245,Kevin Johnson,PHX,34,185.42,190.0,California,USA,1987,1,7,6.0,6.7,2.7,4.0,20.5,0.0,11.8,15.4,64.4,32.4,'99-00
246,Kevin Ollie,PHI,27,193.04,195.0,Connecticut,USA,Undrafted,Undrafted,Undrafted,40.0,1.8,0.8,1.2,0.1,1.4,9.1,11.3,55.1,25.6,'99-00
247,Kevin Willis,TOR,37,213.36,245.0,Michigan State,USA,1984,1,11,79.0,7.6,6.1,0.6,-2.1,11.3,17.3,19.4,47.1,5.0,'99-00
248,Khalid Reeves,CHI,27,190.5,199.0,Arizona,USA,1994,1,12,3.0,3.7,1.3,4.3,20.5,4.4,4.9,18.5,38.7,41.9,'99-00
249,Kiwane Garris,ORL,25,187.96,183.0,Illinois,USA,Undrafted,Undrafted,Undrafted,3.0,1.3,0.3,0.7,29.2,0.0,5.9,20.4,20.0,10.0,'99-00
250,Kobe Bryant,LAL,21,200.66,210.0,None,USA,1996,1,13,66.0,22.5,6.3,4.9,10.7,4.2,11.4,26.1,54.6,21.5,'99-00
251,Kornel David,CLE,28,205.74,235.0,None,USA,Undrafted,Undrafted,Undrafted,32.0,5.6,2.5,0.5,-12.8,5.2,13.1,19.2,49.3,6.5,'99-00
252,Kurt Thomas,NYK,27,205.74,230.0,TCU,USA,1995,1,10,80.0,8.0,6.3,1.0,2.8,8.2,18.2,16.8,54.2,7.0,'99-00
253,LaPhonso Ellis,ATL,30,203.2,240.0,Notre Dame,USA,1992,1,5,58.0,8.4,5.0,1.0,-7.3,7.3,14.4,18.8,48.1,8.0,'99-00
254,Lamar Odom,LAC,20,208.28,220.0,Rhode Island,USA,1999,1,4,76.0,16.6,7.8,4.2,-8.1,5.6,16.0,23.2,52.1,19.9,'99-00
255,Lamond Murray,CLE,27,200.66,236.0,California,USA,1994,1,7,74.0,15.9,5.7,1.8,-4.1,5.2,12.3,23.9,51.7,10.1,'99-00
256,Lari Ketner,CLE,23,208.28,285.0,Massachusetts,USA,1999,2,49,22.0,1.5,1.5,0.0,-25.3,7.9,18.2,14.8,45.6,1.5,'99-00
257,Laron Profit,WAS,22,195.58,204.0,Maryland,USA,1999,2,38,33.0,1.5,0.8,0.8,-2.4,0.8,10.0,15.2,38.6,18.5,'99-00
258,Larry Hughes,GSW,21,195.58,185.0,St. Louis,USA,1998,1,8,82.0,15.0,4.3,2.5,-7.8,4.4,10.5,26.9,46.7,16.2,'99-00
259,Larry Johnson,NYK,31,200.66,235.0,UNLV,USA,1991,1,1,70.0,10.7,5.4,2.5,2.4,4.1,13.3,17.0,51.7,12.7,'99-00
260,Latrell Sprewell,NYK,29,195.58,190.0,Alabama,USA,1992,1,24,82.0,18.6,4.3,4.0,2.6,1.6,9.1,24.3,51.5,18.0,'99-00
261,Lawrence Funderburke,SAC,29,205.74,230.0,Ohio State,USA,1994,2,51,75.0,6.4,3.1,0.4,4.3,8.9,13.0,18.8,56.9,5.3,'99-00
262,Lazaro Borrell,SEA,27,203.2,220.0,None,Cuba,Undrafted,Undrafted,Undrafted,17.0,3.6,2.4,0.6,9.6,7.8,16.8,18.4,45.7,7.9,'99-00
263,Lindsey Hunter,DET,29,187.96,195.0,Jackson State,USA,1993,1,10,82.0,12.7,3.0,4.0,1.7,1.2,7.6,16.3,54.3,17.1,'99-00
264,Lorenzen Wright,ATL,24,210.82,240.0,Memphis,USA,1996,1,7,75.0,6.0,4.1,0.3,-8.6,9.2,15.3,17.2,53.3,2.9,'99-00
265,Lorenzo Williams,WAS,30,205.74,200.0,Stetson,USA,Undrafted,Undrafted,Undrafted,8.0,1.8,3.1,0.1,-8.2,15.4,15.7,6.5,77.8,1.9,'99-00
266,Loy Vaught,DET,32,205.74,240.0,Michigan,USA,1990,1,13,43.0,1.7,2.1,0.3,-0.8,8.5,23.0,15.2,39.0,6.4,'99-00
267,Luc Longley,PHX,31,218.44,260.0,New Mexico,USA,1991,1,7,72.0,6.3,4.5,1.1,0.9,7.1,15.3,18.0,51.2,8.6,'99-00
268,Lucious Harris,NJN,29,195.58,205.0,Long Beach State,USA,1993,2,28,77.0,6.7,2.4,1.3,-0.9,3.4,9.1,16.0,50.6,11.0,'99-00
269,Malik Rose,SAS,25,200.66,255.0,Drexel,USA,1996,2,44,74.0,6.7,4.5,0.6,4.2,10.3,14.4,18.9,52.5,6.1,'99-00
270,Malik Sealy,MIN,30,203.2,200.0,St. John's,USA,1992,1,14,82.0,11.3,4.3,2.4,7.9,5.2,9.9,18.3,53.0,12.0,'99-00
271,Marcus Brown,DET,26,190.5,185.0,Murray State,USA,1996,2,46,6.0,1.7,1.2,0.5,-38.3,5.4,10.3,15.9,33.6,15.0,'99-00
272,Marcus Camby,NYK,26,210.82,225.0,Massachusetts,USA,1996,1,2,59.0,10.2,7.8,0.8,4.2,12.0,18.0,19.0,52.9,5.3,'99-00
273,Mario Bennett,LAC,26,198.12,235.0,Arizona State,USA,1995,1,27,1.0,0.0,2.0,0.0,20.9,12.5,25.0,23.1,0.0,0.0,'99-00
274,Mario Elie,SAS,36,195.58,225.0,American International,USA,1985,7,160,79.0,7.5,3.2,2.4,6.2,2.4,8.8,13.1,56.5,13.0,'99-00
275,Mark Bryant,CLE,35,205.74,245.0,Seton Hall,USA,1988,1,21,75.0,5.7,4.7,0.8,-2.1,7.3,13.5,12.3,54.7,5.7,'99-00
276,Mark Davis,GSW,27,200.66,205.0,Texas Tech,USA,1995,2,48,23.0,6.2,3.7,1.7,-3.6,5.9,11.9,17.2,45.3,12.9,'99-00
277,Mark Hendrickson,NJN,26,205.74,220.0,Washington State,USA,1996,2,31,15.0,0.9,0.9,0.4,-17.1,4.2,13.2,8.1,66.6,18.2,'99-00
278,Mark Jackson,IND,35,190.5,185.0,St. John's,USA,1987,1,18,81.0,8.1,3.7,8.0,2.6,2.9,9.9,15.9,53.8,42.9,'99-00
279,Mark Strickland,MIA,29,208.28,220.0,Temple,USA,Undrafted,Undrafted,Undrafted,58.0,4.9,2.4,0.4,-6.9,6.8,13.8,18.2,57.1,6.0,'99-00
280,Mark West,PHX,39,208.28,230.0,Old Dominion,USA,1983,2,30,22.0,0.7,1.4,0.1,0.5,4.2,19.2,7.3,48.3,2.3,'99-00
281,Marty Conlon,LAC,32,208.28,224.0,Providence,USA,Undrafted,Undrafted,Undrafted,3.0,0.7,0.7,0.0,-24.3,7.7,7.1,8.7,50.0,0.0,'99-00
282,Matt Bullard,HOU,33,208.28,235.0,Iowa,USA,Undrafted,Undrafted,Undrafted,56.0,6.8,2.5,1.1,-1.3,1.2,12.1,16.3,54.1,9.7,'99-00
283,Matt Geiger,PHI,30,215.9,248.0,Georgia Tech,USA,1992,2,42,65.0,9.7,6.0,0.6,-1.4,10.7,17.0,22.8,48.3,4.8,'99-00
284,Matt Harpring,ORL,24,200.66,231.0,Georgia Tech,USA,1998,1,15,4.0,4.0,3.0,2.0,-2.8,6.7,10.3,12.5,39.8,17.8,'99-00
285,Matt Maloney,CHI,28,190.5,200.0,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,51.0,6.4,1.3,2.7,-2.8,0.9,4.6,15.3,48.4,21.8,'99-00
286,Maurice Taylor,LAC,23,205.74,260.0,Michigan,USA,1997,1,14,62.0,17.1,6.5,1.6,-12.9,4.2,14.2,24.7,49.2,8.5,'99-00
287,Metta World Peace,CHI,20,198.12,244.0,St. John's,USA,1999,1,16,72.0,12.0,4.3,2.7,-7.6,2.8,11.5,21.2,49.1,17.1,'99-00
288,Michael Cage,NJN,38,205.74,224.0,San Diego State,USA,1984,1,14,20.0,1.4,4.1,0.5,-6.1,12.7,21.2,5.1,53.3,5.9,'99-00
289,Michael Curry,DET,31,195.58,227.0,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,82.0,6.2,1.3,1.1,-0.9,1.4,5.2,14.1,55.9,9.1,'99-00
290,Michael Dickerson,VAN,25,195.58,190.0,Arizona,USA,1998,1,14,82.0,18.2,3.4,2.5,-6.5,2.6,6.8,22.5,53.0,12.1,'99-00
291,Michael Doleac,ORL,23,210.82,262.0,Utah,USA,1998,1,12,81.0,7.0,4.1,0.8,1.1,6.3,17.8,19.8,49.0,7.5,'99-00
292,Michael Finley,DAL,27,200.66,215.0,Wisconsin,USA,1995,1,21,82.0,22.6,6.3,5.3,0.1,3.5,11.0,24.8,52.2,21.3,'99-00
293,Michael Hawkins,CHH,27,182.88,178.0,Xavier,USA,Undrafted,Undrafted,Undrafted,12.0,0.7,0.6,1.1,16.2,0.0,14.9,16.3,28.8,39.4,'99-00
294,Michael Olowokandi,LAC,25,213.36,269.0,Pacific,Nigeria,1998,1,1,80.0,9.8,8.2,0.5,-14.1,7.5,19.3,18.2,46.7,2.6,'99-00
295,Michael Ruffin,CHI,23,205.74,246.0,Tulsa,USA,1999,2,32,71.0,2.2,3.5,0.6,-6.2,12.4,14.7,10.9,45.0,8.2,'99-00
296,Michael Smith,WAS,28,203.2,240.0,Providence,USA,1994,2,35,46.0,6.3,7.2,1.2,-6.8,10.6,18.5,10.6,61.1,7.4,'99-00
297,Michael Stewart,TOR,25,208.28,230.0,California,USA,Undrafted,Undrafted,Undrafted,42.0,1.4,2.2,0.1,-6.6,7.4,17.3,9.0,43.2,2.4,'99-00
298,Mike Bibby,VAN,22,187.96,190.0,Arizona,USA,1998,1,2,82.0,14.5,3.7,8.1,-7.0,2.4,7.9,19.7,52.1,35.0,'99-00
299,Mikki Moore,DET,24,213.36,225.0,Nebraska,USA,Undrafted,Undrafted,Undrafted,29.0,7.9,3.9,0.6,13.8,10.9,13.5,17.6,67.1,5.7,'99-00
300,Milt Palacio,VAN,22,190.5,195.0,Colorado State,Belize,Undrafted,Undrafted,Undrafted,53.0,2.0,1.0,0.9,-4.2,4.5,9.8,17.8,47.3,23.9,'99-00
301,Mirsad Turkcan,MIL,24,205.74,216.0,None,Turkey,1998,1,18,17.0,1.9,1.9,0.3,-22.1,11.9,24.7,22.4,39.7,11.9,'99-00
302,Mitch Richmond,WAS,35,195.58,220.0,Kansas State,USA,1988,1,5,74.0,17.4,2.9,2.5,-2.3,1.6,7.6,24.6,53.6,13.6,'99-00
303,Monty Williams,ORL,28,203.2,225.0,Notre Dame,USA,1994,1,24,75.0,8.7,3.3,1.4,-4.6,6.2,10.2,19.5,53.3,11.1,'99-00
304,Moochie Norris,HOU,26,185.42,175.0,West Florida,USA,1996,2,33,30.0,6.9,2.3,3.1,7.4,3.4,10.0,19.4,54.2,29.6,'99-00
305,Mookie Blaylock,GSW,33,185.42,185.0,Oklahoma,USA,1989,1,12,73.0,11.3,3.7,6.7,-9.9,1.9,8.8,17.2,46.8,31.7,'99-00
306,Muggsy Bogues,TOR,35,160.02,141.0,Wake Forest,USA,1987,1,12,80.0,5.1,1.7,3.7,0.4,1.4,6.6,11.4,51.7,26.6,'99-00
307,Nazr Mohammed,PHI,22,208.28,221.0,Kentucky,USA,1998,1,29,28.0,1.9,1.8,0.1,-6.6,7.5,16.8,17.7,42.4,1.8,'99-00
308,Nick Anderson,SAC,32,198.12,228.0,Illinois,USA,1989,1,11,72.0,10.8,4.7,1.7,0.5,3.6,11.1,17.4,47.9,8.2,'99-00
309,Nick Van Exel,DEN,28,185.42,190.0,Cincinnati,USA,1993,2,37,79.0,16.1,3.9,9.0,-1.1,1.1,9.1,22.4,48.3,38.0,'99-00
310,Obinna Ekezie,VAN,24,205.74,270.0,Maryland,Nigeria,1999,2,37,39.0,3.2,2.4,0.2,-2.8,10.8,18.8,18.3,53.8,3.9,'99-00
311,Olden Polynice,UTA,35,213.36,250.0,Virginia,USA,1987,1,8,82.0,5.3,5.5,0.5,5.4,9.9,17.4,12.8,49.7,3.0,'99-00
312,Oliver Miller,PHX,30,205.74,315.0,Arkansas,USA,1992,1,22,51.0,6.3,5.1,1.3,6.0,8.3,14.7,13.3,60.9,9.5,'99-00
313,Othella Harrington,VAN,26,205.74,235.0,Georgetown,USA,1996,2,30,82.0,13.1,6.9,1.2,-7.2,7.8,14.6,20.0,56.0,6.3,'99-00
314,Otis Thorpe,MIA,37,208.28,246.0,Providence,USA,1984,1,9,51.0,5.5,3.3,0.6,-5.5,7.8,15.0,19.1,52.8,7.7,'99-00
315,P.J. Brown,MIA,30,210.82,240.0,Louisiana Tech,USA,1992,2,29,80.0,9.6,7.5,1.8,8.9,10.2,16.2,16.8,51.6,9.8,'99-00
316,Pat Garrity,ORL,23,205.74,238.0,Notre Dame,USA,1998,1,19,82.0,8.2,2.6,0.7,-0.9,2.9,11.1,20.1,53.2,6.3,'99-00
317,Patrick Ewing,NYK,37,213.36,255.0,Georgetown,Jamaica,1985,1,1,62.0,15.0,9.7,0.9,3.2,7.6,23.3,24.1,51.6,5.1,'99-00
